url,greekText,
https://anthologiagraeca.org/api/passages/urn:cts:greekLit:tlg7000.tlg001.ag:1.11/?format=json,"
                      τοῖς σοῖς θεράπουσιν ἡ θεράπαινα προσφέρω
 σοφία τὸ δῶρον. χριστέ, προσδέχου τὰ σά,
 καὶ τῷ βασιλεῖ μου μισθὸν Ἰουστίνῳ δίδου,
 νίκας ἐπὶ νίκαις κατὰ νόσων καὶ βαρβάρων.
",
https://anthologiagraeca.org/api/passages/urn:cts:greekLit:tlg7000.tlg001.ag:1.12/?format=json,"
                      εἰμὶ δόμος Τριάδος, τρισσὴ δέ με τεῦξε γενέθλη:
πρώτη μὲν πολέμους καὶ βάρβαρα φῦλα φυγοῦσα
τεύξατο καὶ μ᾽ ἀνέθηκε Θεῷ ζωάγρια μόχθων
 Θευδοσίου θυγάτηρ Εὐδοξία: ἐκ δέ με κείνης

                      Πλακιδίη κόσμησε σὺν ὀλβίστῳ παρακοίτῃ:᾿:
εἰ δέ που ἀγλαΐης ἐπεδεύετο κάλλος ἐμεῖο,
τὴν δέ μοι ὀλβιόδωρος ὑπὲρ μνήμης γενετήρων
 δῶκεν Ἰουλιανή, καὶ ὑπέρτατον ὤπασε κῦδος
 μητέρι καὶ γενέτῃ καὶ ἀγακλέι μητρὶ τεκούσης,

                      κόσμον ἀεξήσασα παλαίτερον. ὧδ᾽ ἐμὸν ἔργον.
",
https://anthologiagraeca.org/api/passages/urn:cts:greekLit:tlg7000.tlg001.ag:1.13/?format=json,"
                      κάλλος ἔχον καὶ πρόσθεν ἐπήρατον ἀλλ᾽ ἐπὶ μορφῇ
τῇ πρὶν ἀρειοτέρην νῦν λάχον ἀγλαΐην.
",
https://anthologiagraeca.org/api/passages/urn:cts:greekLit:tlg7000.tlg001.ag:1.14/?format=json,"
                     οὕτω γῆρας ἐμὸν μετὰ μητέρα καὶ μετὰ τηθὴν
 ξῦσεν Ἰουλιανή, καὶ νέον ἄνθος ἔχω.
",
https://anthologiagraeca.org/api/passages/urn:cts:greekLit:tlg7000.tlg001.ag:1.15/?format=json,"
                     ἦν ἄρα καὶ κάλλους ἔτι κάλλιον εὖτ᾽ ἐμὸν ἔργον,
 καὶ πρὶν ἐὸν περίπυστον, ἀοίδιμον ἐς χθόνα πᾶσαν,
ἀγλαΐης προτέρης ἐς ὑπέρτερον ἤγαγε κάλλος
 τόσσον Ἰουλιανή, ὅσον ἄστρασιν ἀντιφερίζειν.

                  ",
https://anthologiagraeca.org/api/passages/urn:cts:greekLit:tlg7000.tlg001.ag:1.16/?format=json,"
                     αὐτὴν ἐργοπόνοισιν ἐπιπνείουσαν ἀρωγὴν
εἶχεν Ἰουλιανὴ μάρτυρα νηοπόλον
 οὔποτε γὰρ τοῖόν τε τόσον τ᾽ εὐδαίδαλον ἔργον
 ἤνυσεν, οὐρανίης ἔμπλεον ἀγλαΐης.
",
https://anthologiagraeca.org/api/passages/urn:cts:greekLit:tlg7000.tlg001.ag:1.17/?format=json,"
                     οὐκέτι θαυμάζεις προτέρων κλέος: οὐ διὰ τέχνης
εὖχος ἐν ὀψιγόνοις λίπον ἄσπετον, ὁσσάτιόν περ
 κῦδος Ἰουλιανῆς πινυτόφρονος, ἣ χάριν ἔργων
 ἀρχεγόνων νίκησε νοήματα πάνσοφα φωτῶν.
",
https://anthologiagraeca.org/api/passages/urn:cts:greekLit:tlg7000.tlg001.ag:1.18/?format=json,"
                      τῆς ἀγαθῆς ἀγαθὸς μὲν ἐγὼ κύκλος Ἀγαθονίκης

                     
                      ἄνθετο δ᾽ ἀχράντῳ μάρτυρί με Τροφίμῳ.
",
https://anthologiagraeca.org/api/passages/urn:cts:greekLit:tlg7000.tlg001.ag:1.19/?format=json,"
                     πυρὸς ἀενάοιο σοφὴν ὠδῖνα φυλάσσων,
 ἐμβεβαὼς κόσμοιο παλινδίνητον ἀνάγκην,
 χριστέ, θεορρήτοιο βίου φυσίζοε πηγή,
 πατρὸς ἀσημάντοιο Θεοῦ πρωτόσπορε φωνή,

                     ὃς μετὰ μητρῴων τοκετῶν ἐγκύμονα φόρτον
 καὶ γόνον αὐτοτέλεστον ἀνυμφεύτων ὑμεναίων
 στήσας Ἀσσυρίης γενεῆς ἑτερόφρονα λύσσαν,
ὄργια δ᾽ εἰδώλων κενεῶν ψευδώνυμα λύσας,
αἰθέρος ἀμφιβέβηκας ἐφ᾽ ἑπτάζωνον ὀχῆα,

                      ἀγγελικαῖς πτερύγεσσιν ἐν ἀρρήτοισι θαάσσων
 ἵλαθι, παγγενέταο Θεοῦ πρεσβήιον ὄμμα,
φρουρὲ βίου, σῶτερ μερόπων, αἰῶνος ἀνάσσων.

                  ",
https://anthologiagraeca.org/api/passages/urn:cts:greekLit:tlg7000.tlg001.ag:1.20/?format=json,"
                      Ἀρτιφανές, πολοοῦχε, παλαιγενές, υἱὲ νεογνέ,
 αἰὲν ἐὼν προεών τε, ὑπέρτατε, ὕστατε, Χριστέ,
 ἀθανάτοιο πατρός τε ὁμόχρονε, πάμπαν ὁμοῖε.
",
https://anthologiagraeca.org/api/passages/urn:cts:greekLit:tlg7000.tlg001.ag:1.21/?format=json,"
                      παῖ, γέρον, αἰώνων προγενέστερε, πατρὸς ὁμῆλιξ:
",
https://anthologiagraeca.org/api/passages/urn:cts:greekLit:tlg7000.tlg001.ag:1.22/?format=json,"
                      πατρὸς ἐπουρανίου λόγε πάνσοφε, κοίρανε κόσμου,
ὁ βροτέην γενεὴν τιμήσας εἰκόνι σεῖο,
 σὴν χάριν ἄμμιν ὄπαζε καὶ ὀλβιόδωρον ἀρωγὴν
 εἰς σὲ γὰρ εἰσορόωσιν ἐν ἐλπίσιν ὄμματα πάντων.
",
https://anthologiagraeca.org/api/passages/urn:cts:greekLit:tlg7000.tlg001.ag:1.23/?format=json,"
                      ἀθανάτου πατρὸς υἱὲ συνάχρονε, κοίρανε πάντων,
 αἰθερίων μεδέων, εἰναλίων, χθονίων,
δμωὶ τεῷ, τῷ τήνδε βίβλον γράψαντι , Μαρίνῳ
 δὸς χάριν εὐεπίης καὶ λογικῆς σοφίας.
",
https://anthologiagraeca.org/api/passages/urn:cts:greekLit:tlg7000.tlg001.ag:1.24/?format=json,"
                      Σύνθρονε καὶ συνάναρχε τεῷ πατρί, πνεύματί τ᾽: ἐσθλῷ,
 οἰχομένων ὄντων τε καὶ ἐσσομένων βασιλεύων,
τῷ ταῦτα γράψαντι τεὴν χάριν αὐτὸς ὀπάζοις,
ὄφρα κε σῇς ἐφετμῇσι καλῶς βίου οἶμον ὁδεύοι.

                  ",
https://anthologiagraeca.org/api/passages/urn:cts:greekLit:tlg7000.tlg001.ag:1.25/?format=json,"
                      χριστέ, Θεοῦ σοφίη, κόσμου μεδέων καὶ ἀνάσσων
 ἡμετέρην τὸ πάροιθε πλάσας μεροπηίδα φύτλην,
δός με θέειν βίου οἶμον ἐν ὑμετέραις ἐφετμῇσι.
",
https://anthologiagraeca.org/api/passages/urn:cts:greekLit:tlg7000.tlg001.ag:1.26/?format=json,"
                     ὑψιμέδων Θεοῦ υἱέ, φαοσφόρον ἀίδιον φῶς,
σήν μοι ὄπαζε χάριν καὶ νῦν καὶ ἔπειτα καὶ αἰεί,
ὡς προθέλυμνον ἐοῦσαν ὅτῳ καὶ ὅπῃ κατανεύσεις.
",
https://anthologiagraeca.org/api/passages/urn:cts:greekLit:tlg7000.tlg001.ag:1.27/?format=json,"
                      Πανσθενὲς υἱὲ Θεοῦ, Χριστέ, προάναρχε ἁπάντων,
πᾶσιν ἐπιχθονίοις σωτήρια νάματα βλύζων,
 μητρὸς ἀπειρογάμοιο τεῆς λιτέων ἐπακούων,
 σὴν χάριν ἄμμιν ὄπαζε καὶ ἐν μύθοις καὶ ἐν ἔργοις.
",
https://anthologiagraeca.org/api/passages/urn:cts:greekLit:tlg7000.tlg001.ag:1.28/?format=json,"
                      χριστέ, Θεοῦ σοφίη, χάριν ὤπασον εὐεπιάων,
καὶ λογικῆς σοφίης ἐμπέραμον τέλεσον,
ὃς τόδε τεῦχος ἔγραψεν ἑαῖς χείρεσσι Μαρῖνος,
 φάρμακον ἀφραδίης, πρόξενον εὐφραδίης.
",
https://anthologiagraeca.org/api/passages/urn:cts:greekLit:tlg7000.tlg001.ag:1.29/?format=json,"
                     χριστέ, τεὴν προΐαλλε χάριν καμάτοισιν ἐμεῖο.
ὁ Χριστὸς καὶ ἐμοῖς ἐπιτάρροθος ἔσσεται ἔργοις.
 Χριστὸς ἐμοῖς καμάτοισιν ἀρηγόνα χεῖρα τιταίνοι.
χριστέ, σύ μοι προΐαλλε τεὴν πολύολβον ἀρωγήν.

                      χριστέ, τεὴν καμάτοισιν ἐμοῖς χάριν αὐτὸς

                  ",
https://anthologiagraeca.org/api/passages/urn:cts:greekLit:tlg7000.tlg001.ag:1.30/?format=json,"
                     χριστὲ μάκαρ, μερόπων φάος ἄφθιτον, ἐλπὶς ἁπάντων,
 ἐσθλὰ δίδου χατέουσι, τὰ  δ᾽ οὐ καλὰ νόσφιν ἐρύκοις,.
",
https://anthologiagraeca.org/api/passages/urn:cts:greekLit:tlg7000.tlg001.ag:1.31/?format=json,"
                      Παμμεδέοντα, ἄνασσα, Θεοῖο, γόνον τεόν, υἱόν,
 ἄγγελοι ὃν τρομέουσι, τεῇς παλάμῃσι κρατοῦσα,
 πρευμενέα πραπίδεσσιν ὑπὲρ μερόπων τελέουσα,
 ῥύεο συντηροῦσα ἀπήμονα κόσμον ἅπαντα.
",
https://anthologiagraeca.org/api/passages/urn:cts:greekLit:tlg7000.tlg001.ag:1.32/?format=json,"
                     ὧδε ταλαιπαθέων χραισμήια θέσκελα κεῖται
ἢ δέμας ἢ κραδίην τειρομένων μερόπων
 καὶ γὰρ ἀνιάζουσα πόνων φύσις αὐτίκα φεύγει
οὔνομα σόν, Μιχαήλ, ἢ τύπον, ἢ θαλάμους.
",
https://anthologiagraeca.org/api/passages/urn:cts:greekLit:tlg7000.tlg001.ag:1.33/?format=json,"
                     ὡς θρασὺ μορφῶσαι τὸν ἀσώματον ἀλλὰ καὶ εἰκὼν
ἐς νοερὴν ἀνάγει μνῆστιν ἐπουρανίων.
",
https://anthologiagraeca.org/api/passages/urn:cts:greekLit:tlg7000.tlg001.ag:1.34/?format=json,"
                     ἄσκοπον ἀγγελίαρχον, ἀσώματον εἴδεϊ μορφῆς,
ἆ μέγα τολμήεις κηρὸς ἀπεπλάσατο:
 ἔμπης οὐκ ἀχάριστον, ἐπεὶ βροτὸς εἰκόνα   λεύσσων
θυμὸν ἀπιθύνει κρέσσονι φαντασίῃ:

                     
                     οὐκέτι δ᾽ ἀλλοπρόσαλλον ἔχει σέβας, ἀλλ᾽ ἐν ἑαυτῷ
 τὸν τύπον ἐγγράψας ὡς παρεόντα τρέμει:
ὄμματα δ᾽ ὀτρύνουσι βαθὺν νόον οἶδε δὲ τέχνη
 χρώμασι πορθμεῦσαι τὴν φρενὸς ἱκεσίην.
",
https://anthologiagraeca.org/api/passages/urn:cts:greekLit:tlg7000.tlg001.ag:1.35/?format=json,"
                      Καρικὸς Αἰμιλιανὸς, Ἰωάννης τε σὺν αὐτῷ,
 Ῥουφῖνος Φαρίης, Ἀγαθίης Ἀσίης,
 τέτρατον, ἀγγελίαρχε, νόμων λυκάβαντα λαχόντες,
 ἄνθεσαν εἰς σέ, μάκαρ, τὴν σφετέρην γραφίδα,

                      αἰτοῦντες τὸν ἔπειτα καλὸν χρόνον: ἀλλὰ φανείης
 ἐλπίδας ἰθύνων ἐσσομένου βιότου.
",
https://anthologiagraeca.org/api/passages/urn:cts:greekLit:tlg7000.tlg001.ag:1.36/?format=json,"
                     εἰς εἰκόνα Θεοδώρου Ἰλλουστρίου καὶ δὶς ἀνθυπάτου, ἐν ᾐ̔̂ γέγραπται παρὰ τοῦ ἀρχαγγέκου δεχόμενος τὰς ἀξίας ἐν Ἐφέσῳ",
https://anthologiagraeca.org/api/passages/urn:cts:greekLit:tlg7000.tlg001.ag:1.37/?format=json,"
                      σάλπιγγες, στεροπαί, γαῖα τρέμει: ἀλλ᾽ ἐπὶ μήτρην
 παρθενικὴν κατέβης ἄψοφον ἴχνος ἔχων.

                  ",
https://anthologiagraeca.org/api/passages/urn:cts:greekLit:tlg7000.tlg001.ag:1.38/?format=json,"
                     οὐρανὸς ἡ φάτνη, καὶ οὐρανοῦ ἔπλετο μείζων
οὐρανὸς ἐργασίη τοῦδε πέλει βρέφεος.
",
https://anthologiagraeca.org/api/passages/urn:cts:greekLit:tlg7000.tlg001.ag:1.39/?format=json,"
                      εἷς χορός, ἓν μέλος ἀνθρώποισι καὶ ἀγγελιώταις,
οὕνεκεν ἄνθρωπος καὶ θεὸς ἓν γέγονε.
",
https://anthologiagraeca.org/api/passages/urn:cts:greekLit:tlg7000.tlg001.ag:1.40/?format=json,"
                     οὐρανὸς ἡ φάτνη, καὶ οὐρανοῦ ἔπλετο μείζων,
οὕνεκεν ὅνπερ ἔδεκτο ἄναξ πέλεν οὐρανιώνων.
",
https://anthologiagraeca.org/api/passages/urn:cts:greekLit:tlg7000.tlg001.ag:1.41/?format=json,"
                      οὐκέτι δῶρ᾽ ἀνάγουσι μάγοι πυρὶ ἠελίῳ τε:
 ἠέλιον γὰρ ἔτευξε τόδε βρέφος, ὡς πυρὸς αὐγάς.
",
https://anthologiagraeca.org/api/passages/urn:cts:greekLit:tlg7000.tlg001.ag:1.42/?format=json,"
                      Δέχνυσο, Βηθλεέμ, ὃν προέειπε προφήτης ἐσθλὸς
 ἵξεσθαι λαῶν ἡγούμενον ἐκ σοῦ ἁπάντων.
",
https://anthologiagraeca.org/api/passages/urn:cts:greekLit:tlg7000.tlg001.ag:1.43/?format=json,"
                      τίπτε, Ῥαχήλ, γοόωσα πικρὸν κατὰ δάκρυον εἴβεις;
 Ὀλλυμένην ὁρόωσα γονὴν κατὰ δάκρυον εἴβω. ",
https://anthologiagraeca.org/api/passages/urn:cts:greekLit:tlg7000.tlg001.ag:1.44/?format=json,"
                      χαῖρε, κόρη χαρίεσσα, μακαρτάτη, ἄφθορε νύμφη:
 υἷα Θεοῦ λαγόνεσσιν ἄτερ πατρὸς ἔμβρυον ἕξεις.

                  ",
https://anthologiagraeca.org/api/passages/urn:cts:greekLit:tlg7000.tlg001.ag:1.45/?format=json,"
                     ἔνδοθι γαστρὸς ἐὼν σκιρτήμασιν εἶδε προφήτης
 σὸν γόνον ὡς θεός ἐστι, καὶ ᾔνεσε πότνια μήτηρ.
",
https://anthologiagraeca.org/api/passages/urn:cts:greekLit:tlg7000.tlg001.ag:1.46/?format=json,"
                     πρεσβύτα, παῖδα δέχοιο, Ἀδὰμ προγενέστερον ὄντα,
ὅς σε βίου λύσει τε καὶ ἐς βίον ἄφθιτον ἄξει.
",
https://anthologiagraeca.org/api/passages/urn:cts:greekLit:tlg7000.tlg001.ag:1.47/?format=json,"
                      πατρὸς ἀπ᾽ ἀθανάτοιο μεγασθενὲς ἤλυθε πνεῦμα,
 υἱὸς ἐπεὶ βαπτίζετ᾽ Ἰορδάνου ἀμφὶ ῥέεθρα.
",
https://anthologiagraeca.org/api/passages/urn:cts:greekLit:tlg7000.tlg001.ag:1.48/?format=json,"
                      Ἀδὰμ ἦν ζο   
                  ",
https://anthologiagraeca.org/api/passages/urn:cts:greekLit:tlg7000.tlg001.ag:1.49/?format=json,"
                      Χριστὸς ἔφη, πρόμολ᾽ ὧδε: καὶ ἔλλιπε Λάζαρος ᾄδην,
αὐαλέῳ μυκτῆρι πάλιν σόον ἆσθμα κομίζων.
",
https://anthologiagraeca.org/api/passages/urn:cts:greekLit:tlg7000.tlg001.ag:1.50/?format=json,"
                      ψυχὴν αὐτὸς ἔτευξε, δέμας μόρφωσεν ὁ αὐτός:
Λάζαρον ἐκ νεκύων ἐς φάος αὐτὸς ἄγει.
",
https://anthologiagraeca.org/api/passages/urn:cts:greekLit:tlg7000.tlg001.ag:1.51/?format=json,"
                      τέτρατον ἦμαρ ἔην, καὶ Λάζαρος ἔγρετο τύμβου,

                  ",
https://anthologiagraeca.org/api/passages/urn:cts:greekLit:tlg7000.tlg001.ag:1.52/?format=json,"
                      χαῖρε, Σιὼν θύγατερ, καὶ δέρκεο Χριστὸν ἄνακτα
 πώλῳ ἐφεζόμενον, καὶ ἐς πάθος αἶψα κιόντα.
",
https://anthologiagraeca.org/api/passages/urn:cts:greekLit:tlg7000.tlg001.ag:1.53/?format=json,"
                      ἀμνὸν ἔπαυσε νόμου καὶ ἄμβροτον ὤπασε θῦμα
 Χριστός, ἐὼν ἱερεύς, αὐτὸς ἐὼν θυσίη.
",
https://anthologiagraeca.org/api/passages/urn:cts:greekLit:tlg7000.tlg001.ag:1.54/?format=json,"
                     πάθος, ὦ σταυρός, παθέων ἐλατήριον αἷμα,
πλῦνον ἐμῆς ψυχῆς πᾶσαν ἀτασθαλίην
",
https://anthologiagraeca.org/api/passages/urn:cts:greekLit:tlg7000.tlg001.ag:1.55/?format=json,"
                     παρθένου υἱὸν ἔφη τὸν παρθένον, ἄλλον ἑαυτόν.
ἵλαθι τῆς καθαρῆς δέσποτα παρθενίης.
",
https://anthologiagraeca.org/api/passages/urn:cts:greekLit:tlg7000.tlg001.ag:1.56/?format=json,"
                      Χριστὸς ἐὼν Θεὸς εἷλε νέκυς ἐξ ᾄδου πάντας:
μοῦνον δὲ βροτολοιγὸν ἀκήριον ἔλλιπεν Ἅιδην.
",
https://anthologiagraeca.org/api/passages/urn:cts:greekLit:tlg7000.tlg001.ag:1.57/?format=json,"
                      ψυχῆς ἐν φλιῇσιν ἐμῆς σωτήριον αἷμα
ἀμνοῦ ὀλοθρεύων, φεῦγε, μὴ ἐγγὺς ἴθι.
",
https://anthologiagraeca.org/api/passages/urn:cts:greekLit:tlg7000.tlg001.ag:1.58/?format=json,"
                      εἷς πόκος ὄμβρον ἔχει λεκάνῃ δρόσον ὤπασεν αὐτός,
 ἄβροχος αὐτὸς ὅδε: κρύπτε νόῳ κρύφια.
                  
                  ",
https://anthologiagraeca.org/api/passages/urn:cts:greekLit:tlg7000.tlg001.ag:1.59/?format=json,"
                      Αἰγυπτίη, κρύφιόν τε βρέφος, καὶ ἐγγύθεν ὕδωρ:
ἃ προτυποῖ μούνοις εὐσεβέεσσι Λόγον.
",
https://anthologiagraeca.org/api/passages/urn:cts:greekLit:tlg7000.tlg001.ag:1.60/?format=json,"
                     τὸν Ἀμαλήκ
 Σταυροφανῶς τανύεις παλάμας τίνος εἵνεκα, Μωσῆ;

                      τῷδε τύπῳ  Ἀμαλὴκ ὄλλυται ἀμφότερος. 
                  ",
https://anthologiagraeca.org/api/passages/urn:cts:greekLit:tlg7000.tlg001.ag:1.61/?format=json,"
                     ῥύεο σὴν ἐθνικὴν νύμφην παρὰ ὕδασι, Μωσῆ,
 νυμφίου ἀψευδοῦς οὕνεκέν ἐσσι τύπος.
",
https://anthologiagraeca.org/api/passages/urn:cts:greekLit:tlg7000.tlg001.ag:1.62/?format=json,"
                     λάρνακι χρυσείῃ ῥόος εἴκαθεν. ἵλαθι, Χριστέ
 σὸς τύπος ἡ λάρναξ, τῇδε λοεσσομένου.
",
https://anthologiagraeca.org/api/passages/urn:cts:greekLit:tlg7000.tlg001.ag:1.63/?format=json,"
                     ἐξ ἐθνῶν καὶ Ἄγαρ: τί δὲ ἄγγελος; ἢ τί τὸ ὕδωρ;
ἐξ ἐθνῶν καὶ ἐγώ: τοὔνεκεν οἶδα τάδε.
",
https://anthologiagraeca.org/api/passages/urn:cts:greekLit:tlg7000.tlg001.ag:1.64/?format=json,"
                      ἑπτάκι τοὺς δέκα φοίνικας, δυοκαίδεκα πηγὰς
 Χριστοῦ τοσσατίων ἴσθι τύπους ἑτάρων.
",
https://anthologiagraeca.org/api/passages/urn:cts:greekLit:tlg7000.tlg001.ag:1.65/?format=json,"
                      Ἀβραὰμ υἱὸν ἄγει θυσίην Θεῷ: ἵλαθι, ποίην
 νοῦς ὁράᾳ θυσίην, ἧς τόδε γράμμα τύπος;

                  ",
https://anthologiagraeca.org/api/passages/urn:cts:greekLit:tlg7000.tlg001.ag:1.66/?format=json,"
                     Μελχισεδὲκ βασιλεῦ, ἱερεῦ, ἄρτους τε καὶ οἶνον
ὡς τίς  ἐὼν παρέχεις; ὡς τύπος ἀτρεκίης. 
                  ",
